lat,lon,temp34,prec34,temp56,prec56
27,261,29.4765,61.8688,30.7186,1.64144
27,262,29.1673,58.6621,30.0283,15.8842
28,261,29.9961,25.1318,31.1813,2.48268
28,262,29.2659,42.9506,29.868,6.55794
28,263,29.7455,74.6269,30.2167,16.4815
29,260,30.4412,9.70428,31.3595,4.08005
29,261,30.2534,14.9599,31.1511,2.8757
29,262,30.0659,16.6999,30.2377,13.3644
29,263,29.6513,26.6279,29.2004,21.6169
29,264,29.2801,33.4544,28.7948,155.318
30,256,24.5428,28.8137,24.9879,38.8535
30,257,25.5494,24.0655,25.9033,41.6244
30,258,28.3064,4.78973,28.8701,10.8539
30,259,28.7304,4.40546,29.5838,0.88433
30,260,28.1486,18.2024,29.2087,5.96417
30,261,27.9867,8.35062,28.9018,7.22745
30,262,29.1565,9.04234,29.3847,16.9159
30,263,29.7597,18.5867,29.4287,27.0585
30,264,29.4604,17.1755,28.1331,77.3067
30,265,29.387,7.14333,27.481,320.047
30,266,29.6257,4.56924,27.3686,394.676
31,255,24.6921,17.287,24.684,35.7414
31,256,23.9717,39.1395,24.1622,57.7126
31,257,26.3688,9.6243,26.459,47.1755
31,258,27.4947,6.61483,27.7854,7.17192
31,259,27.8226,4.50573,28.7593,9.34147
31,260,27.7142,8.19675,28.7745,1.31947
31,261,27.9001,2.71831,28.602,1.15203
31,262,28.6643,10.4415,28.8398,1.72329
31,263,29.5869,21.6023,29.4725,5.02922
31,264,29.4858,12.212,28.3216,15.1237
31,265,28.8507,12.9827,27.2626,91.1496
31,266,28.9424,10.9822,26.8428,99.727
32,247,33.2831,6.75163,28.0016,30.5052
32,248,30.529,8.02148,25.7341,46.7081
32,249,27.3468,12.0352,23.1957,52.1736
32,250,25.5814,24.6612,22.0172,53.8748
32,251,24.143,31.1894,20.8403,27.2589
32,252,24.6815,41.0672,21.3531,10.735
32,253,25.854,20.3028,23.4468,5.05173
32,254,25.8752,19.9182,24.3066,6.69302
32,255,24.1358,18.4727,23.7345,14.343
32,256,25.9487,10.0327,25.6484,42.4535
32,257,26.8724,6.36152,26.6488,42.6495
32,258,27.3702,8.34372,27.5615,34.512
32,259,27.5696,10.2478,28.2335,25.6024
32,260,27.753,5.94547,28.5261,11.6747
32,261,27.4987,2.63362,28.3015,4.9411
32,262,28.2915,1.59632,28.7688,0.522254
32,263,29.4913,1.51761,29.4326,0.800216
32,264,29.541,2.57015,28.9034,7.32579
32,265,29.2256,7.91133,27.7139,32.8472
33,243,23.247,3.461,19.6161,3.47647
33,244,29.2575,4.00145,23.7647,12.1406
33,245,32.8537,0,27.0403,7.63154
33,246,32.9127,5.56527,26.8705,16.774
33,247,34.0606,1.12556,27.7632,34.0529
33,248,32.8513,1.10472,26.9245,25.5122
33,249,29.6445,4.91574,24.4055,25.8019
33,250,26.8931,31.8565,22.9468,23.8244
33,251,23.7221,39.8061,20.1386,11.1479
33,252,20.2558,40.5988,17.3574,9.76091
33,253,24.4783,18.0303,22.1181,5.07961
33,254,23.0887,13.936,21.1198,6.44595
33,255,23.5006,14.6089,22.2037,11.3652
33,256,25.4554,2.95124,24.5361,24.5569
33,257,25.1395,18.3942,24.7011,53.2617
33,258,26.0224,13.9951,25.5471,69.5944
33,259,26.996,11.8021,26.835,49.1078
33,260,27.9726,3.92668,28.364,63.751
33,261,27.9229,9.66207,28.282,15.6079
33,262,28.128,0.723886,28.6176,7.8103
33,263,29.5161,0.0246514,29.2418,4.85109
33,264,29.3347,0.486314,28.9954,14.3688
33,265,29.077,1.59749,27.7178,43.7354
34,242,24.5582,0.834686,21.0819,1.1241
34,243,25.5962,4.47468,20.2574,0.798229
34,244,33.446,0.309636,24.1902,2.4304
34,245,33.7485,0.345969,26.7907,6.26097
34,246,33.0737,0.323845,26.6645,20.0746
