lat,lon,temp34,prec34,temp56,prec56
27,261,16.839,2.94355,22.9502,2.5354
27,262,17.0145,7.94227,22.8556,1.61094
28,261,16.0227,4.77773,22.7871,1.04628
28,262,15.5973,5.36376,22.0798,2.58621
28,263,15.795,2.93723,21.9273,1.17415
29,260,14.6507,0.585412,21.2463,10.776
29,261,13.7515,2.48655,21.218,5.41481
29,262,13.5541,5.20741,20.5929,5.38948
29,263,14.7114,9.09269,21.0876,5.63818
29,264,14.6287,15.3045,20.3545,2.88255
30,256,9.55295,1.78081,14.8593,7.44081
30,257,10.5538,5.40873,16.0366,11.1781
30,258,12.4302,2.64319,18.3241,21.0881
30,259,12.5718,1.27656,18.8354,37.9834
30,260,11.6123,3.83701,18.3244,39.4424
30,261,10.7526,5.89111,17.9102,33.599
30,262,12.1716,9.47865,18.8455,21.4647
30,263,14.1657,21.9123,20.1211,13.6541
30,264,14.3293,25.442,20.5036,16.086
30,265,13.7734,34.0782,20.0132,5.95062
30,266,13.7097,33.2954,19.5788,5.86135
31,255,8.70926,0.503881,13.218,36.9912
31,256,8.73684,0.909316,13.7464,25.2616
31,257,10.6812,2.04573,16.0848,24.6304
31,258,11.0028,5.07321,16.475,30.2188
31,259,10.782,10.6913,16.6079,59.0129
31,260,10.3896,19.7223,16.6186,91.6171
31,261,10.3011,23.9817,16.8225,55.826
31,262,11.0919,22.4746,17.3372,34.3279
31,263,12.4484,27.197,18.3397,35.2963
31,264,13.1472,51.8998,19.3518,32.202
31,265,11.7526,41.9547,18.8749,22.7274
31,266,11.6038,38.5811,18.5513,27.7752
32,247,17.2915,9.046,18.2574,26.7762
32,248,14.863,7.81797,16.6235,15.0613
32,249,12.6666,10.3581,14.6686,14.8034
32,250,11.4131,13.3956,13.696,31.4771
32,251,8.78632,3.61724,12.1192,49.5047
32,252,7.22067,1.05277,11.8598,25.8095
32,253,8.85046,0.100027,13.2615,33.8334
32,254,9.20149,0.21808,13.3845,47.3436
32,255,7.29879,1.19569,11.5841,55.3161
32,256,9.00966,1.00269,13.7563,57.9927
32,257,9.71738,2.38578,14.8683,55.8009
32,258,10.2603,7.97586,15.1681,62.701
32,259,9.93748,14.4721,15.3241,80.5228
32,260,9.73947,25.6251,15.2526,98.618
32,261,9.47213,29.1086,15.512,79.8871
32,262,10.3296,36.6696,16.3196,61.6933
32,263,10.9398,44.0004,17.0764,52.4737
32,264,11.4554,65.3151,17.7542,47.8819
32,265,10.5424,75.9324,17.3134,51.0062
33,243,13.6095,11.3486,13.2246,68.8847
33,244,15.3391,4.29432,14.984,59.4041
33,245,17.3159,0.911378,17.7309,45.7052
33,246,16.7848,13.7882,17.7613,54.0248
33,247,16.5908,16.3193,18.558,52.548
33,248,15.364,15.9804,17.5373,26.6887
33,249,12.8284,27.7328,15.2473,23.2045
33,250,10.4494,26.4125,13.6457,25.8381
33,251,7.40639,18.4684,10.9491,24.1014
33,252,4.29515,8.96764,7.70086,14.9661
33,253,7.85484,1.20614,11.7121,17.5548
33,254,6.49634,5.57946,10.7733,37.7437
33,255,6.66995,0.883895,11.2379,40.4331
33,256,8.00393,0.409662,12.9384,47.5629
33,257,8.12282,1.68044,12.8771,65.6833
33,258,8.70307,0.676536,13.299,58.6831
33,259,8.86164,3.32071,13.7969,70.993
33,260,9.03948,6.15089,14.3288,77.1295
33,261,9.41098,8.24846,14.779,76.6131
33,262,10.0609,12.2179,15.5247,99.8715
33,263,10.6584,17.5779,16.1951,98.8399
33,264,10.8537,24.0536,16.1847,80.4648
33,265,10.2293,47.541,15.727,72.1987
34,242,14.9823,3.78109,13.7961,60.9101
34,243,12.1179,9.23643,11.5744,69.2318
34,244,14.2693,1.19971,14.3472,38.8373
34,245,16.0571,3.47435,17.451,35.7151
34,246,16.2506,17.1681,17.8554,62.0637
34,247,12.7917,18.8872,14.7198,82.1447
34,248,12.5269,25.6682,14.2259,71.1272
34,249,8.56881,47.2367,11.0838,60.4327
34,250,5.04201,28.5229,8.56119,38.0796
34,251,2.52397,19.4622,6.14953,19.479
34,252,2.73406,9.77084,6.22448,16.2976
34,253,6.23697,3.17296,10.2595,16.5484
34,254,4.96562,5.68461,9.10322,20.9332
34,255,6.00281,6.07301,10.6286,26.4148
34,256,6.67338,0.511272,12.0619,31.533
34,257,6.31088,0.293206,11.6053,36.9635
34,258,6.66531,1.46619,11.3326,37.2211
34,259,7.35284,2.97444,11.907,31.2983
34,260,8.39924,2.01636,12.7488,39.8317
34,261,8.64042,0.943092,13.0707,52.4378
34,262,8.96921,0.917999,13.463,59.4491
34,263,9.21726,2.63555,13.8751,63.9217
34,264,9.29281,6.61265,13.8611,79.4117
34,265,9.11623,19.0789,13.4993,95.6268
35,240,12.1754,2.21114,11.2152,51.9508
35,241,11.6704,2.83366,11.3867,35.2706
35,242,11.0534,1.56264,10.6828,40.1472
35,243,11.375,0.642181,12.0187,32.9254
35,244,12.8091,4.06902,14.0174,33.5463
35,245,13.1289,11.6037,15.2157,43.3819
35,246,11.4695,18.9323,13.8287,49.1057
35,247,6.96135,17.5216,9.57051,65.1472
35,248,7.16969,23.6183,9.13915,78.3782
35,249,5.4146,15.9653,8.89554,38.1013
35,250,4.96782,12.8965,9.23662,18.9492
35,251,3.0115,15.2078,7.25182,14.5474
35,252,1.73196,10.6955,5.98422,10.6521
35,253,4.56583,5.16845,9.28776,11.3606
35,254,3.51059,4.16529,7.9154,14.3047
35,255,4.5895,1.74772,9.06864,17.8565
35,256,5.83532,0.566612,11.0091,18.7676
35,257,5.7485,0.141712,11.1838,24.1362
35,258,5.87535,0.354138,11.0404,31.974
35,259,6.84476,7.94502,11.7985,34.957
35,260,6.95054,8.87758,11.0947,31.7334
35,261,6.99892,6.84124,11.1623,34.8499
35,262,7.46447,3.54305,11.9352,38.9515
35,263,7.74865,2.71189,12.4313,54.1986
