lat,lon,temp34,prec34,temp56,prec56
27,261,17.7071,1.40735,16.839,2.94355
27,262,18.1406,1.47558,17.0145,7.94227
28,261,16.8082,3.57238,16.0227,4.77773
28,262,16.5961,3.68537,15.5973,5.36376
28,263,16.4509,1.44557,15.795,2.93723
29,260,14.8154,4.4541,14.6507,0.585412
29,261,14.2327,12.5046,13.7515,2.48655
29,262,13.7326,6.95684,13.5541,5.20741
29,263,14.6527,10.742,14.7114,9.09269
29,264,14.7573,3.69333,14.6287,15.3045
30,256,8.09102,7.29014,9.55295,1.78081
30,257,9.17899,9.073,10.5538,5.40873
30,258,11.8018,7.12056,12.4302,2.64319
30,259,12.4167,7.97554,12.5718,1.27656
30,260,11.3439,18.8895,11.6123,3.83701
30,261,10.5242,31.6838,10.7526,5.89111
30,262,11.5473,34.9191,12.1716,9.47865
30,263,13.0047,19.42,14.1657,21.9123
30,264,13.8909,14.3569,14.3293,25.442
30,265,14.1761,12.1191,13.7734,34.0782
30,266,15.1738,19.4983,13.7097,33.2954
31,255,7.4083,15.9624,8.70926,0.503881
31,256,7.19715,17.0218,8.73684,0.909316
31,257,9.02156,8.73426,10.6812,2.04573
31,258,9.187,13.6165,11.0028,5.07321
31,259,9.57296,19.6803,10.782,10.6913
31,260,9.44137,29.883,10.3896,19.7223
31,261,9.34437,27.5651,10.3011,23.9817
31,262,9.7105,65.4605,11.0919,22.4746
31,263,10.9684,55.7643,12.4484,27.197
31,264,12.1247,51.9298,13.1472,51.8998
31,265,11.9914,36.4199,11.7526,41.9547
31,266,12.6492,45.8364,11.6038,38.5811
32,247,12.6568,15.6608,17.2915,9.046
32,248,10.6486,9.14529,14.863,7.81797
32,249,8.94611,13.7571,12.6666,10.3581
32,250,8.15488,19.4089,11.4131,13.3956
32,251,6.82797,21.2548,8.78632,3.61724
32,252,7.11747,27.5961,7.22067,1.05277
32,253,8.32404,18.9921,8.85046,0.100027
32,254,8.16116,20.2144,9.20149,0.21808
32,255,6.04376,7.0535,7.29879,1.19569
32,256,7.45864,7.15065,9.00966,1.00269
32,257,7.53176,12.3813,9.71738,2.38578
32,258,7.61203,30.9012,10.2603,7.97586
32,259,7.87726,31.94,9.93748,14.4721
32,260,7.80495,43.6271,9.73947,25.6251
32,261,8.11764,29.6101,9.47213,29.1086
32,262,8.91565,45.6387,10.3296,36.6696
32,263,9.67827,95.0112,10.9398,44.0004
32,264,10.3861,117.64,11.4554,65.3151
32,265,10.2326,90.3805,10.5424,75.9324
33,243,9.9691,9.7481,13.6095,11.3486
33,244,10.8449,9.95618,15.3391,4.29432
33,245,12.9118,8.60393,17.3159,0.911378
33,246,12.9311,14.6494,16.7848,13.7882
33,247,12.7136,16.0359,16.5908,16.3193
33,248,11.2245,5.98177,15.364,15.9804
33,249,8.91162,10.7452,12.8284,27.7328
33,250,7.83002,12.774,10.4494,26.4125
33,251,5.56954,24.5723,7.40639,18.4684
33,252,3.49938,29.9304,4.29515,8.96764
33,253,6.99118,23.4989,7.85484,1.20614
33,254,5.47092,27.152,6.49634,5.57946
33,255,5.52139,11.7219,6.66995,0.883895
33,256,6.53105,7.62592,8.00393,0.409662
33,257,5.74324,14.4656,8.12282,1.68044
33,258,5.26235,15.4461,8.70307,0.676536
33,259,5.57081,21.152,8.86164,3.32071
33,260,6.43777,42.4632,9.03948,6.15089
33,261,7.0383,44.1348,9.41098,8.24846
33,262,8.15006,48.889,10.0609,12.2179
33,263,8.97789,63.2201,10.6584,17.5779
33,264,9.45528,91.0312,10.8537,24.0536
33,265,9.08042,157.352,10.2293,47.541
34,242,11.5638,3.93369,14.9823,3.78109
34,243,8.60683,2.59747,12.1179,9.23643
34,244,10.8313,0.703538,14.2693,1.19971
34,245,12.6348,0.865497,16.0571,3.47435
34,246,13.0733,2.20985,16.2506,17.1681
34,247,9.65772,13.2411,12.7917,18.8872
34,248,9.1954,21.1563,12.5269,25.6682
34,249,5.55721,16.8771,8.56881,47.2367
34,250,2.91365,18.5089,5.04201,28.5229
34,251,0.755527,21.6282,2.52397,19.4622
34,252,1.44203,17.5653,2.73406,9.77084
34,253,4.96935,16.4103,6.23697,3.17296
34,254,3.70598,21.3356,4.96562,5.68461
34,255,4.44043,8.92989,6.00281,6.07301
34,256,4.41479,7.76036,6.67338,0.511272
34,257,3.2555,13.377,6.31088,0.293206
34,258,2.73948,12.7769,6.66531,1.46619
34,259,3.41585,16.8391,7.35284,2.97444
34,260,4.82078,18.3043,8.39924,2.01636
34,261,5.28874,42.3018,8.64042,0.943092
34,262,6.02531,64.2378,8.96921,0.917999
