lat,lon,temp34,prec34,temp56,prec56
27,261,27.4161,67.1546,nan,nan
27,262,26.7177,11.8862,nan,nan
28,261,26.7652,11.2328,nan,nan
28,262,25.6841,17.4426,nan,nan
28,263,25.6573,17.3355,nan,nan
29,260,26.7741,10.9042,nan,nan
29,261,25.3973,5.33593,nan,nan
29,262,24.5677,7.59585,nan,nan
29,263,24.6591,23.0136,nan,nan
29,264,23.6634,48.5515,nan,nan
30,256,21.9016,2.92251,nan,nan
30,257,23.4071,3.90728,nan,nan
30,258,25.8597,5.193,nan,nan
30,259,25.5325,4.10119,nan,nan
30,260,23.622,6.15954,nan,nan
30,261,22.3304,2.11888,nan,nan
30,262,22.9324,13.1682,nan,nan
30,263,23.4172,30.0925,nan,nan
30,264,23.3016,27.5186,nan,nan
30,265,22.9979,40.228,nan,nan
30,266,21.8318,85.9413,nan,nan
31,255,22.2503,0.272665,nan,nan
31,256,21.6723,1.23667,nan,nan
31,257,24.4541,0.162946,nan,nan
31,258,25.0397,0.690914,nan,nan
31,259,24.1515,0.634929,nan,nan
31,260,23.0748,0.205152,nan,nan
31,261,21.825,4.51356,nan,nan
31,262,21.696,20.8616,nan,nan
31,263,22.0652,26.4535,nan,nan
31,264,22.2624,28.8846,nan,nan
31,265,21.535,32.7449,nan,nan
31,266,20.9758,56.8243,nan,nan
32,247,28.8904,0,nan,nan
32,248,27.2084,0.432875,nan,nan
32,249,25.5158,1.28744,nan,nan
32,250,25.2554,0.633406,nan,nan
32,251,22.5796,0.306724,nan,nan
32,252,21.4686,0.363885,nan,nan
32,253,23.477,0.0352886,nan,nan
32,254,23.3714,0.229186,nan,nan
32,255,21.5695,0,nan,nan
32,256,23.2622,0.0155841,nan,nan
32,257,23.9957,0,nan,nan
32,258,24.8105,0.261149,nan,nan
32,259,23.7956,0.459098,nan,nan
32,260,22.731,1.09518,nan,nan
32,261,21.2604,2.93254,nan,nan
32,262,21.3291,14.5355,nan,nan
32,263,21.364,31.1094,nan,nan
32,264,21.5256,48.4791,nan,nan
32,265,20.5183,55.173,nan,nan
33,243,19.0034,0.0101048,nan,nan
33,244,25.8565,0,nan,nan
33,245,29.996,0,nan,nan
33,246,29.4484,0,nan,nan
33,247,29.3746,0.0139833,nan,nan
33,248,28.6844,0.211356,nan,nan
33,249,26.399,0.455259,nan,nan
33,250,24.7196,1.31419,nan,nan
33,251,21.036,1.96682,nan,nan
33,252,17.0009,1.8199,nan,nan
33,253,21.8269,0.294745,nan,nan
33,254,19.915,0,nan,nan
33,255,20.4744,0,nan,nan
33,256,22.212,0,nan,nan
33,257,21.9328,0,nan,nan
33,258,22.9531,0,nan,nan
33,259,22.7681,0,nan,nan
33,260,22.4053,0,nan,nan
33,261,21.8225,2.11277,nan,nan
33,262,21.1481,10.8616,nan,nan
33,263,21.4741,27.5714,nan,nan
33,264,20.7886,47.0797,nan,nan
33,265,20.0098,76.125,nan,nan
34,242,20.7229,0,nan,nan
34,243,21.1545,0.127088,nan,nan
34,244,26.9082,0,nan,nan
34,245,29.96,0,nan,nan
34,246,30.0509,0.024706,nan,nan
34,247,25.6291,0.421819,nan,nan
34,248,25.1756,0.393087,nan,nan
34,249,21.6946,2.16698,nan,nan
34,250,18.1394,7.22407,nan,nan
34,251,14.9456,2.23536,nan,nan
34,252,15.5612,1.05219,nan,nan
34,253,20.2905,0.0746078,nan,nan
34,254,18.629,0,nan,nan
34,255,19.6456,0,nan,nan
34,256,20.1988,0,nan,nan
34,257,19.8345,0,nan,nan
34,258,20.4854,0,nan,nan
34,259,20.9986,0,nan,nan
34,260,21.9426,0.559472,nan,nan
34,261,21.8779,3.26393,nan,nan
34,262,21.1314,10.4523,nan,nan
34,263,19.8791,35.3954,nan,nan
34,264,19.5735,46.4444,nan,nan
34,265,18.9478,59.5734,nan,nan
35,240,16.9639,0,nan,nan
35,241,19.113,0,nan,nan
35,242,21.2955,0,nan,nan
35,243,23.3142,0,nan,nan
35,244,26.0634,0,nan,nan
35,245,27.1754,0,nan,nan
35,246,25.1458,0.421701,nan,nan
35,247,19.4323,4.33181,nan,nan
35,248,19.5025,3.96161,nan,nan
35,249,18.8805,3.69119,nan,nan
35,250,18.726,1.79036,nan,nan
35,251,16.0947,1.65825,nan,nan
35,252,14.7461,2.62598,nan,nan
35,253,18.5358,0.0765712,nan,nan
35,254,16.7321,0.0315464,nan,nan
35,255,17.5288,0.195586,nan,nan
35,256,19.4866,3.29891,nan,nan
35,257,19.4587,3.67573,nan,nan
35,258,18.9,1.56089,nan,nan
35,259,20.187,0.00546136,nan,nan
35,260,20.2018,0.789616,nan,nan
35,261,20.1093,6.50453,nan,nan
35,262,19.4264,21.5977,nan,nan
35,263,19.0206,38.5412,nan,nan
35,264,18.4738,45.4795,nan,nan
35,265,18.2056,51.1931,nan,nan
36,239,16.9214,0,nan,nan
36,240,20.6122,0,nan,nan
36,241,20.0465,0,nan,nan
36,242,17.8592,0,nan,nan
36,243,24.8888,0,nan,nan
36,244,24.8884,0,nan,nan
36,245,26.5569,0.668219,nan,nan
36,246,23.3938,1.993,nan,nan
36,247,16.8762,5.11501,nan,nan
36,248,15.2435,6.98878,nan,nan
36,249,18.6237,4.22231,nan,nan
36,250,16.4092,2.61657,nan,nan
36,251,14.6199,0.377533,nan,nan
36,252,15.2286,0.512676,nan,nan
36,253,13.7163,0,nan,nan
36,254,14.0558,0.0523488,nan,nan
36,255,13.574,1.54611,nan,nan
36,256,16.7561,4.19213,nan,nan
36,257,17.444,2.45924,nan,nan
36,258,18.5236,0.457418,nan,nan
36,259,19.5536,1.41428,nan,nan
36,260,18.2584,5.98931,nan,nan
36,261,18.2465,13.7698,nan,nan
36,262,17.9636,18.0277,nan,nan
36,263,18.2148,21.8675,nan,nan
36,264,17.9949,42.6182,nan,nan
36,265,16.9249,57.1078,nan,nan
37,238,16.7676,0.00725101,nan,nan
37,239,17.9279,0,nan,nan
37,240,20.953,0,nan,nan
37,241,14.3766,0.162995,nan,nan
37,242,17.8713,0.134139,nan,nan
37,243,22.6244,0,nan,nan
37,244,21.1435,0,nan,nan
37,245,21.9944,0,nan,nan
37,246,20.8642,0.144793,nan,nan
37,247,17.1669,0.33277,nan,nan
37,248,16.7319,0.109401,nan,nan
37,249,19.4833,0.0448211,nan,nan
37,250,18.0239,0.176206,nan,nan
37,251,16.6242,0.829774,nan,nan
37,252,13.813,0.605236,nan,nan
37,253,10.5461,0.316592,nan,nan
37,254,11.1207,0.252342,nan,nan
37,255,11.0122,4.9343,nan,nan
37,256,14.7106,1.44145,nan,nan
37,257,15.7625,0.992189,nan,nan
37,258,17.1764,0.483304,nan,nan
37,259,16.9487,1.02127,nan,nan
37,260,16.9261,4.60955,nan,nan
37,261,16.6462,7.78516,nan,nan
37,262,16.526,10.4018,nan,nan
37,263,16.5305,14.3217,nan,nan
37,264,15.7154,47.7951,nan,nan
37,265,15.4457,58.0679,nan,nan
38,238,18.3057,0.236442,nan,nan
38,239,19.9256,0,nan,nan
38,240,13.6454,0,nan,nan
38,241,11.696,0,nan,nan
38,242,16.7347,0,nan,nan
38,243,17.3662,0.0196722,nan,nan
38,244,16.8273,0,nan,nan
38,245,16.5226,0,nan,nan
38,246,14.5287,0.108817,nan,nan
38,247,13.9964,0.902138,nan,nan
38,248,10.9153,0.0860743,nan,nan
38,249,16.5063,0.0483352,nan,nan
38,250,16.8869,0.555656,nan,nan
38,251,15.4014,0.39399,nan,nan
38,252,11.0042,1.64663,nan,nan
38,253,6.90761,1.03454,nan,nan
38,254,10.7009,0.449412,nan,nan
38,255,12.4993,0.234165,nan,nan
38,256,15.8063,0.477732,nan,nan
38,257,15.9142,0.246483,nan,nan
38,258,15.5853,0.371869,nan,nan
38,259,15.0848,0.698939,nan,nan
38,260,15.2771,6.00556,nan,nan
38,261,14.7757,9.72785,nan,nan
38,262,14.7325,18.1547,nan,nan
38,263,14.8933,24.1605,nan,nan
38,264,15.0284,35.6475,nan,nan
38,265,14.855,43.3206,nan,nan
39,237,16.5509,1.14152,nan,nan
39,238,19.4451,0.0875153,nan,nan
39,239,17.0869,0,nan,nan
39,240,11.3892,0,nan,nan
39,241,15.4131,0,nan,nan
39,242,15.0758,0.0381284,nan,nan
39,243,13.1551,0.313271,nan,nan
39,244,13.5834,0,nan,nan
39,245,12.7566,0.0320248,nan,nan
39,246,14.2793,0.792782,nan,nan
39,247,16.3634,2.27775,nan,nan
39,248,13.2534,1.32383,nan,nan
39,249,13.8042,0.712603,nan,nan
39,250,16.5842,1.01471,nan,nan
39,251,15.1943,1.01625,nan,nan
39,252,13.3892,2.67911,nan,nan
39,253,7.79777,2.37069,nan,nan
39,254,6.21126,0.506703,nan,nan
39,255,9.21607,0.545703,nan,nan
39,256,11.8641,2.78917,nan,nan
39,257,12.4795,3.0544,nan,nan
39,258,13.3272,0.903944,nan,nan
39,259,13.5882,3.80851,nan,nan
39,260,13.617,7.90213,nan,nan
39,261,13.7442,8.43604,nan,nan
39,262,14.3548,28.7422,nan,nan
39,263,14.2458,42.3012,nan,nan
39,264,13.9469,48.2537,nan,nan
39,265,13.8879,35.6593,nan,nan
40,236,12.1556,14.4638,nan,nan
40,237,14.1184,3.51911,nan,nan
40,238,18.8332,3.072,nan,nan
40,239,12.3927,0.583509,nan,nan
40,240,14.4427,0,nan,nan
40,241,15.8764,0.0749501,nan,nan
40,242,15.3753,0.236463,nan,nan
40,243,13.7955,0.036062,nan,nan
40,244,12.9516,0.802817,nan,nan
40,245,12.5408,1.46921,nan,nan
40,246,14.87,0.385681,nan,nan
40,247,15.9033,2.15828,nan,nan
40,248,14.0182,3.35391,nan,nan
40,249,11.239,4.63983,nan,nan
40,250,13.9178,8.47302,nan,nan
40,251,13.1345,4.76655,nan,nan
40,252,10.8976,5.15042,nan,nan
40,253,8.50195,6.06308,nan,nan
40,254,5.21743,7.9485,nan,nan
40,255,11.3367,7.94936,nan,nan
40,256,12.1531,13.2763,nan,nan
40,257,11.6886,23.7236,nan,nan
40,258,12.6413,15.386,nan,nan
40,259,13.1193,21.5519,nan,nan
40,260,13.3463,21.2509,nan,nan
40,261,13.1044,22.3981,nan,nan
40,262,13.8106,19.9293,nan,nan
40,263,13.5443,16.9286,nan,nan
40,264,13.673,14.8169,nan,nan
41,236,11.2872,20.3947,nan,nan
41,237,12.0951,8.08237,nan,nan
41,238,14.4076,9.37149,nan,nan
41,239,11.6479,4.92237,nan,nan
41,240,12.0227,2.1558,nan,nan
41,241,14.2533,0.220423,nan,nan
41,242,14.6922,0.0973442,nan,nan
41,243,14.214,0.307777,nan,nan
41,244,12.6563,2.47336,nan,nan
41,245,11.8845,2.53165,nan,nan
41,246,15.4187,0.69095,nan,nan
41,247,16.7305,0.917254,nan,nan
41,248,14.5681,1.77586,nan,nan
41,249,8.80062,7.33733,nan,nan
41,250,8.68114,5.76452,nan,nan
41,251,10.1168,5.02039,nan,nan
41,252,10.3481,19.3904,nan,nan
41,253,7.6253,25.4652,nan,nan
41,254,5.58342,23.9598,nan,nan
41,255,9.21997,15.8734,nan,nan
41,256,10.3872,17.7298,nan,nan
41,257,10.6156,34.6633,nan,nan
41,258,11.9324,48.109,nan,nan
41,259,11.9581,43.4904,nan,nan
41,260,11.8168,32.344,nan,nan
41,261,12.0773,28.4744,nan,nan
41,262,12.8741,19.4501,nan,nan
41,263,13.0278,18.3099,nan,nan
41,264,12.9722,16.1405,nan,nan
42,236,11.0129,34.5808,nan,nan
42,237,12.77,11.5524,nan,nan
