lat,lon,temp34,prec34,temp56,prec56
27,261,30.616003,25.966305,30.2524,22.873632431030273
27,262,29.593506,24.233238,29.802494,22.896961212158203
28,261,30.238201,22.47349,29.898603,20.02806854248047
28,262,28.907415,19.53321,29.656727,17.850482940673828
28,263,28.648558,23.78595,29.21508,21.589656829833984
29,260,29.499968,24.057377,30.588852,17.766101837158203
29,261,29.228167,21.98546,30.091541,18.139760971069336
29,262,28.845856,21.73132,29.443146,14.65164566040039
29,263,28.32232,23.650944,29.351269,19.469432830810547
29,264,27.747286,29.672424,29.247492,25.50586700439453
30,256,23.818697,16.587238,23.88666,11.499079704284668
30,257,24.289228,20.419426,25.549126,10.494505882263184
30,258,26.901697,20.366415,28.202517,12.691495895385742
30,259,27.251759,27.894394,28.020643,15.772600173950195
30,260,26.869768,28.667505,27.75974,18.38431739807129
30,261,26.756313,28.514637,27.556358,19.18534278869629
30,262,27.596704,24.14324,28.478947,14.912574768066406
30,263,28.229671,23.61403,29.462614,11.938175201416016
30,264,27.911573,25.916702,29.150917,17.73108673095703
30,265,27.801357,39.71434,29.260124,30.351055145263672
30,266,27.215294,41.515022,28.300947,48.87450408935547
31,255,24.65311,16.359165,24.516243,16.342411041259766
31,256,22.935598,21.027447,23.710024,13.92598819732666
31,257,25.349916,19.846249,26.204967,11.237506866455078
31,258,25.89582,21.493217,26.55431,13.131134033203125
31,259,25.51381,25.973812,26.802786,16.70085906982422
31,260,25.208538,27.067436,27.215502,18.639963150024414
31,261,26.034582,31.015121,27.621288,15.886396408081055
31,262,26.891521,30.542568,28.19351,12.873252868652344
31,263,28.029554,22.766909,29.44915,10.757977485656738
31,264,27.730028,28.345873,28.887207,12.671300888061523
31,265,27.407085,36.9952,28.386215,20.130447387695312
31,266,27.214142,38.930016,28.336,41.82050704956055
32,247,32.213108,5.0786915,32.923893,6.752275466918945
32,248,30.29215,8.101768,30.356876,14.942007064819336
32,249,27.855736,13.892851,27.40354,17.744140625
32,250,26.38168,19.595232,25.745808,21.26449203491211
32,251,24.966488,26.227364,24.778189,17.794124603271484
32,252,25.010248,22.146664,25.060566,13.685745239257812
32,253,25.87104,16.419886,25.94853,11.797431945800781
32,254,25.414082,16.731125,25.815474,14.549671173095703
32,255,23.953146,19.741526,24.90488,16.865262985229492
32,256,25.086718,15.441003,26.543528,12.90012264251709
32,257,25.801598,16.112583,26.69747,12.922425270080566
32,258,25.488966,20.75059,26.571884,17.529651641845703
32,259,25.701519,24.307432,26.61978,19.254932403564453
32,260,26.00945,25.354475,26.635544,22.48090362548828
32,261,26.019377,35.50673,27.016636,18.510711669921875
32,262,27.231485,34.898033,27.815243,13.499031066894531
32,263,28.497768,35.266174,28.435556,11.190589904785156
32,264,27.810368,35.36099,28.593279,11.146662712097168
32,265,27.10828,38.460033,27.86124,18.83237648010254
33,243,22.330715,2.27841,22.893803,1.5195751190185547
33,244,28.363304,2.571169,28.87709,1.57196044921875
33,245,31.711777,3.0768223,32.92138,0.9754047393798828
33,246,31.61424,6.0227375,33.144352,1.8704261779785156
33,247,32.328705,6.7395725,33.919376,4.606363296508789
33,248,31.538277,8.898879,33.295303,6.801429748535156
33,249,29.24862,14.903473,30.25416,13.775813102722168
33,250,25.78751,24.343357,26.554838,20.90520668029785
33,251,23.614374,29.52915,24.198841,22.3173828125
33,252,21.14018,32.995167,22.126648,23.630746841430664
33,253,23.958767,26.921705,25.722517,12.927793502807617
33,254,22.745506,30.134535,24.259806,16.48471450805664
33,255,23.061556,29.242867,24.611572,16.722862243652344
33,256,24.581495,17.303755,25.939953,14.036096572875977
33,257,24.407333,20.714901,25.864468,16.51646614074707
33,258,24.688953,21.664185,25.80226,19.550657272338867
33,259,25.861023,21.787931,26.241762,19.703062057495117
33,260,26.76496,23.481348,26.371904,20.760009765625
33,261,26.625072,39.05248,26.444193,16.306228637695312
33,262,27.744213,47.881073,27.242008,15.92298698425293
33,263,28.836716,41.869705,28.370434,14.360809326171875
33,264,28.455553,45.11386,27.432549,16.788715362548828
33,265,27.847137,45.429672,26.677528,18.851531982421875
34,242,23.095242,2.0029469,24.174322,0.187469482421875
34,243,24.045694,3.813511,24.959055,1.1866378784179688
34,244,27.92729,5.123766,30.369184,0.7734889984130859
34,245,30.637028,6.606573,33.722588,0.7571315765380859
34,246,30.113966,10.089641,33.10751,2.441701889038086
34,247,27.930967,16.158941,30.509878,5.442625045776367
34,248,27.719526,20.628166,29.696413,11.52319622039795
34,249,24.397131,30.144388,25.381977,20.92045021057129
34,250,21.225023,35.204567,21.86184,24.390396118164062
34,251,18.612392,35.658585,19.247307,26.579673767089844
34,252,18.472889,39.503353,19.996479,24.33572006225586
34,253,22.130972,33.743744,23.811007,15.669654846191406
34,254,21.455433,36.501213,22.570015,21.550397872924805
34,255,22.633429,31.53667,24.419544,18.681943893432617
34,256,23.38125,21.770838,25.275867,16.237247467041016
34,257,23.294508,18.005264,25.350317,20.955280303955078
34,258,23.359318,16.836569,25.49556,26.0042781829834
34,259,24.476368,22.181293,25.540668,25.143638610839844
34,260,26.546116,24.287514,25.955965,24.15746307373047
34,261,27.301605,33.63777,25.69162,19.996051788330078
34,262,27.7723,47.814255,26.557623,21.880130767822266
34,263,28.113941,47.44579,26.78486,24.93310546875
34,264,27.868542,48.99556,26.364067,27.517559051513672
34,265,27.366158,49.198074,24.405985,29.95901870727539
35,240,20.377209,2.372118,19.92265,0.1489696502685547
35,241,24.023066,2.2271328,24.243532,0.6107044219970703
35,242,26.233364,2.6057549,27.545763,0.0
35,243,27.166752,3.019041,29.40681,0.22815322875976562
35,244,28.782013,5.5471134,31.762857,2.041769027709961
35,245,29.150377,7.4746943,31.987537,2.2990989685058594
35,246,27.166521,12.215172,29.79004,6.160957336425781
35,247,23.14997,25.138306,24.97834,15.925186157226562
35,248,21.336737,33.238037,22.506374,21.479877471923828
35,249,21.770107,34.818363,23.124142,19.463624954223633
35,250,22.265112,27.564775,23.861841,13.183223724365234
35,251,20.213985,25.763659,21.721584,20.883140563964844
35,252,18.529652,28.099022,19.942032,25.645164489746094
